Fecha	P (mm)	T max (ºC)	Tmin (ºC)	site
24/08/1987	0.00	32.00	17.00	Donana
25/08/1987	0.00	34.00	15.40	Donana
26/08/1987	0.00	31.50	16.40	Donana
27/08/1987	0.00	31.00	19.60	Donana
28/08/1987	0.00	22.00	19.00	Donana
29/08/1987	0.00	24.50	17.60	Donana
30/08/1987	0.00	29.00	19.20	Donana
31/08/1987	0.00	29.50	20.00	Donana
01/09/1987	0.00	31.50	19.60	Donana
02/09/1987	0.00	34.50	18.40	Donana
03/09/1987	0.00	34.00	18.40	Donana
04/09/1987	0.00	34.50	18.00	Donana
05/09/1987	0.00	36.50	15.50	Donana
06/09/1987	0.00	39.50	18.60	Donana
07/09/1987	0.00	39.00	21.00	Donana
08/09/1987	0.00	38.50	21.20	Donana
09/09/1987	0.00	35.00	19.20	Donana
10/09/1987	0.00	33.00	18.20	Donana
11/09/1987	0.00	37.00	18.80	Donana
12/09/1987	0.00	38.50	19.60	Donana
13/09/1987	0.00	39.00	21.60	Donana
14/09/1987	0.00	38.50	20.20	Donana
15/09/1987	0.00	38.50	19.80	Donana
16/09/1987	0.00	37.00	20.00	Donana
17/09/1987	0.00	38.00	21.20	Donana
18/09/1987	0.00	37.50	20.40	Donana
19/09/1987	0.00	35.50	22.00	Donana
20/09/1987	0.00	32.00	20.40	Donana
21/09/1987	0.00	31.50	19.00	Donana
22/09/1987	0.00	31.50	17.40	Donana
23/09/1987	0.00	30.50	16.40	Donana
24/09/1987	0.00	30.50	18.40	Donana
25/09/1987	20.00	25.00	18.60	Donana
26/09/1987	0.00	28.00	17.40	Donana
27/09/1987	0.00	25.50	16.60	Donana
28/09/1987	0.00	33.00	17.20	Donana
29/09/1987	0.00	33.50	17.40	Donana
30/09/1987	0.00	32.00	19.40	Donana
01/10/1987	0.00	30.00	17.60	Donana
02/10/1987	1.50	28.50	16.40	Donana
03/10/1987	0.00	24.50	15.50	Donana
04/10/1987	7.50	24.00	13.60	Donana
05/10/1987	7.50	23.00	12.80	Donana
06/10/1987	0.00	25.00	12.40	Donana
07/10/1987	0.00	24.00	13.00	Donana
08/10/1987	0.00	25.00	15.80	Donana
09/10/1987	0.00	22.50	16.20	Donana
10/10/1987	29.00	19.50	10.40	Donana
11/10/1987	0.00	21.00	8.00	Donana
12/10/1987	0.00	15.50	11.00	Donana
13/10/1987	0.00	25.00	10.20	Donana
14/10/1987	0.00	23.50	11.00	Donana
15/10/1987	0.00	24.00	14.20	Donana
16/10/1987	48.00	23.00	14.00	Donana
17/10/1987	0.00	23.50	10.40	Donana
18/10/1987	0.00	23.50	13.00	Donana
19/10/1987	0.00	22.50	15.00	Donana
20/10/1987	8.50	20.50	11.40	Donana
21/10/1987	1.50	19.50	10.60	Donana
22/10/1987	0.00	18.00	12.80	Donana
23/10/1987	30.00	21.00	13.40	Donana
24/10/1987	10.00	19.50	15.40	Donana
25/10/1987	0.00	25.50	15.40	Donana
26/10/1987	37.00	23.50	16.40	Donana
27/10/1987	0.00	21.00	13.60	Donana
28/10/1987	0.00	20.00	8.20	Donana
29/10/1987	0.00	19.00	7.60	Donana
30/10/1987	0.00	22.00	8.60	Donana
31/10/1987	0.00	23.50	14.00	Donana
01/11/1987	0.00	24.50	12.60	Donana
02/11/1987	0.00	19.50	14.20	Donana
03/11/1987	11.00	19.00	13.20	Donana
04/11/1987	18.00	18.00	15.40	Donana
05/11/1987	0.00	23.00	15.00	Donana
06/11/1987	0.00	18.50	15.60	Donana
07/11/1987	0.00	20.50	15.00	Donana
08/11/1987	0.00	20.00	12.40	Donana
09/11/1987	0.00	20.50	10.40	Donana
10/11/1987	0.00	22.50	9.80	Donana
11/11/1987	0.00	22.00	10.00	Donana
12/11/1987	0.00	22.50	9.40	Donana
13/11/1987	0.00	21.00	8.60	Donana
14/11/1987	0.00	19.00	8.40	Donana
15/11/1987	0.00	20.00	7.00	Donana
16/11/1987	0.00	22.50	7.60	Donana
17/11/1987	0.00	23.50	10.80	Donana
18/11/1987	0.00	21.00	10.00	Donana
19/11/1987	0.00	22.50	9.40	Donana
20/11/1987	0.00	25.00	8.20	Donana
21/11/1987	0.00	25.00	8.20	Donana
22/11/1987	0.00	22.50	7.00	Donana
23/11/1987	0.00	17.00	5.60	Donana
24/11/1987	0.00	17.00	2.60	Donana
25/11/1987	0.00	16.00	3.00	Donana
26/11/1987	0.00	17.50	2.80	Donana
27/11/1987	0.00	17.00	1.60	Donana
28/11/1987	0.00	17.00	3.00	Donana
29/11/1987	0.00	14.50	3.60	Donana
30/11/1987	0.00	15.50	6.00	Donana
01/12/1987	0.00	12.00	9.60	Donana
02/12/1987	10.00	16.50	9.40	Donana
03/12/1987	19.00	18.00	11.40	Donana
04/12/1987	90.00	18.50	7.40	Donana
05/12/1987	25.00	17.50	6.40	Donana
06/12/1987	1.50	18.00	10.20	Donana
07/12/1987	18.00	14.50	9.00	Donana
08/12/1987	28.00	17.00	9.20	Donana
09/12/1987	1.50	18.00	11.00	Donana
10/12/1987	3.50	18.50	12.40	Donana
11/12/1987	0.00	18.50	13.80	Donana
12/12/1987	77.00	18.50	14.40	Donana
13/12/1987	50.00	19.50	11.00	Donana
14/12/1987	10.00	18.50	9.40	Donana
15/12/1987	23.00	18.50	14.00	Donana
16/12/1987	35.00	20.00	16.30	Donana
17/12/1987	0.00	21.50	13.40	Donana
18/12/1987	0.00	18.50	12.00	Donana
19/12/1987	0.00	19.50	12.20	Donana
20/12/1987	0.00	18.50	11.20	Donana
21/12/1987	0.00	19.00	11.00	Donana
22/12/1987	0.00	20.50	10.00	Donana
23/12/1987	0.00	18.00	7.40	Donana
24/12/1987	0.00	19.50	7.40	Donana
25/12/1987	0.00	20.50	7.40	Donana
26/12/1987	0.00	20.50	7.40	Donana
27/12/1987	0.00	19.50	7.40	Donana
28/12/1987	0.00	19.50	7.40	Donana
29/12/1987	0.00	19.00	6.20	Donana
30/12/1987	0.00	18.50	5.00	Donana
31/12/1987	0.00	17.00	6.00	Donana
01/01/1988	0.00	19.00	3.80	Donana
02/01/1988	0.00	17.00	5.00	Donana
03/01/1988	0.00	19.00	10.00	Donana
04/01/1988	0.00	18.50	6.80	Donana
05/01/1988	16.50	18.50	6.00	Donana
06/01/1988	0.00	17.50	7.00	Donana
07/01/1988	0.00	16.00	4.80	Donana
08/01/1988	0.00	16.00	3.20	Donana
09/01/1988	0.00	17.50	5.50	Donana
10/01/1988	0.00	17.00	6.00	Donana
11/01/1988	0.00	18.00	6.40	Donana
12/01/1988	0.00	14.50	5.00	Donana
13/01/1988	0.00	14.50	8.40	Donana
14/01/1988	16.50	17.00	5.50	Donana
15/01/1988	0.00	16.00	8.60	Donana
16/01/1988	23.50	12.00	9.40	Donana
17/01/1988	14.00	15.00	9.00	Donana
18/01/1988	0.00	19.00	8.00	Donana
19/01/1988	11.00	16.00	8.00	Donana
20/01/1988	0.00	16.50	5.00	Donana
21/01/1988	0.00	17.00	5.40	Donana
22/01/1988	0.00	18.00	5.00	Donana
23/01/1988	0.00	17.50	5.40	Donana
24/01/1988	0.00	17.00	9.40	Donana
25/01/1988	10.00	20.00	14.00	Donana
26/01/1988	7.00	20.00	13.20	Donana
27/01/1988	37.00	16.00	12.00	Donana
28/01/1988	0.00	19.00	9.80	Donana
29/01/1988	0.00	17.00	8.00	Donana
30/01/1988	0.00	19.00	9.80	Donana
31/01/1988	0.00	18.00	6.20	Donana
01/02/1988	0.00	16.80	6.60	Donana
02/02/1988	0.00	13.60	5.60	Donana
03/02/1988	0.00	18.00	3.80	Donana
04/02/1988	0.00	18.20	7.40	Donana
05/02/1988	0.00	17.00	11.40	Donana
06/02/1988	5.00	15.80	6.80	Donana
07/02/1988	0.00	16.00	5.40	Donana
08/02/1988	0.00	18.00	3.40	Donana
09/02/1988	0.00	19.50	7.00	Donana
10/02/1988	0.00	17.50	5.80	Donana
11/02/1988	0.00	18.00	4.80	Donana
12/02/1988	0.00	16.70	5.20	Donana
13/02/1988	0.00	19.00	5.20	Donana
14/02/1988	0.00	20.00	7.80	Donana
15/02/1988	20.00	17.50	8.40	Donana
16/02/1988	0.00	14.50	9.00	Donana
17/02/1988	0.00	15.00	8.60	Donana
18/02/1988	0.00	18.40	8.40	Donana
19/02/1988	0.00	20.60	7.80	Donana
20/02/1988	0.00	20.40	7.80	Donana
21/02/1988	0.00	21.50	10.20	Donana
22/02/1988	0.00	20.00	11.20	Donana
23/02/1988	0.00	20.20	10.20	Donana
24/02/1988	0.00	21.60	8.20	Donana
25/02/1988	0.00	16.50	8.60	Donana
26/02/1988	0.00	14.60	5.20	Donana
27/02/1988	0.00	12.40	3.20	Donana
28/02/1988	0.00	13.40	1.60	Donana
29/02/1988	0.00	16.60	2.00	Donana
01/03/1988	0.00	19.00	6.40	Donana
02/03/1988	0.00	13.50	9.40	Donana
03/03/1988	0.00	17.00	7.80	Donana
04/03/1988	0.00	17.00	8.00	Donana
05/03/1988	0.00	16.50	4.60	Donana
06/03/1988	0.00	20.00	1.00	Donana
07/03/1988	0.00	23.00	5.00	Donana
08/03/1988	0.00	23.50	6.60	Donana
09/03/1988	0.00	24.50	5.50	Donana
10/03/1988	0.00	22.50	9.20	Donana
11/03/1988	0.00	23.00	9.20	Donana
12/03/1988	0.00	24.00	7.60	Donana
13/03/1988	0.00	20.50	6.80	Donana
14/03/1988	0.00	23.00	11.00	Donana
15/03/1988	0.00	20.00	6.00	Donana
16/03/1988	0.00	24.00	6.60	Donana
17/03/1988	0.00	27.50	7.60	Donana
18/03/1988	0.00	28.50	8.00	Donana
19/03/1988	0.00	28.50	9.40	Donana
20/03/1988	0.00	28.00	10.50	Donana
21/03/1988	0.00	23.00	7.40	Donana
22/03/1988	0.00	22.50	7.40	Donana
23/03/1988	0.00	26.50	11.00	Donana
24/03/1988	0.00	28.50	10.00	Donana
25/03/1988	0.00	31.50	11.60	Donana
26/03/1988	0.00	30.00	10.40	Donana
27/03/1988	0.00	28.00	9.20	Donana
28/03/1988	5.00	27.50	12.20	Donana
29/03/1988	0.00	26.00	11.00	Donana
30/03/1988	0.00	22.00	8.20	Donana
31/03/1988	0.00	25.00	8.60	Donana
01/04/1988	0.00	26.00	9.40	Donana
02/04/1988	0.00	21.50	7.20	Donana
03/04/1988	0.00	18.00	6.40	Donana
04/04/1988	0.00	17.50	9.20	Donana
05/04/1988	0.00	19.50	8.80	Donana
06/04/1988	0.00	21.00	6.20	Donana
07/04/1988	0.00	23.00	8.00	Donana
08/04/1988	0.00	26.00	11.40	Donana
09/04/1988	0.00	25.00	8.50	Donana
10/04/1988	0.00	24.50	7.60	Donana
11/04/1988	0.00	21.00	10.40	Donana
12/04/1988	0.00	25.50	14.00	Donana
13/04/1988	0.00	29.50	10.80	Donana
14/04/1988	0.00	32.00	16.40	Donana
15/04/1988	0.00	32.00	14.40	Donana
16/04/1988	0.00	27.00	12.00	Donana
17/04/1988	0.00	27.50	13.60	Donana
18/04/1988	9.50	25.50	15.60	Donana
19/04/1988	0.00	26.00	15.00	Donana
20/04/1988	0.00	25.00	11.80	Donana
21/04/1988	0.00	23.00	13.00	Donana
22/04/1988	0.00	23.00	11.00	Donana
23/04/1988	0.00	25.50	9.60	Donana
24/04/1988	0.00	24.50	11.00	Donana
25/04/1988	0.00	21.50	9.40	Donana
26/04/1988	0.00	28.00	8.80	Donana
27/04/1988	0.00	26.00	9.40	Donana
28/04/1988	0.00	24.50	9.00	Donana
29/04/1988	0.00	24.50	9.20	Donana
30/04/1988	0.00	24.00	9.40	Donana
01/05/1988	0.00	20.50	10.60	Donana
02/05/1988	0.00	22.00	7.60	Donana
03/05/1988	0.00	24.00	10.60	Donana
04/05/1988	15.00	19.00	13.00	Donana
05/05/1988	31.00	15.00	13.80	Donana
06/05/1988	0.00	21.50	13.20	Donana
07/05/1988	0.00	24.00	12.40	Donana
08/05/1988	0.00	25.50	13.60	Donana
09/05/1988	0.00	27.50	12.80	Donana
10/05/1988	0.00	26.00	13.60	Donana
11/05/1988	0.00	22.50	15.40	Donana
12/05/1988	0.00	20.00	11.00	Donana
13/05/1988	0.00	21.50	10.00	Donana
14/05/1988	7.00	23.00	9.80	Donana
15/05/1988	0.00	24.00	9.60	Donana
16/05/1988	0.00	26.00	12.60	Donana
17/05/1988	0.00	25.00	11.00	Donana
18/05/1988	0.00	25.00	13.60	Donana
19/05/1988	0.00	27.00	11.60	Donana
20/05/1988	0.00	31.00	14.20	Donana
21/05/1988	0.00	32.00	15.40	Donana
22/05/1988	0.00	24.50	15.60	Donana
23/05/1988	0.00	29.50	15.80	Donana
24/05/1988	0.00	29.50	14.80	Donana
25/05/1988	0.00	28.50	15.00	Donana
26/05/1988	0.00	28.50	14.60	Donana
27/05/1988	0.00	22.50	14.00	Donana
28/05/1988	0.00	26.50	12.80	Donana
29/05/1988	0.00	27.50	12.40	Donana
30/05/1988	0.00	32.00	13.20	Donana
31/05/1988	0.00	33.00	15.80	Donana
01/06/1988	0.00	36.00	15.00	Donana
02/06/1988	0.00	36.50	17.40	Donana
03/06/1988	0.00	37.50	20.40	Donana
04/06/1988	0.00	28.50	17.40	Donana
05/06/1988	0.00	26.00	14.60	Donana
06/06/1988	0.00	27.50	14.60	Donana
07/06/1988	0.00	25.00	17.60	Donana
08/06/1988	0.00	27.00	14.20	Donana
09/06/1988	7.00	23.50	14.00	Donana
10/06/1988	15.00	24.00	12.00	Donana
11/06/1988	20.00	23.50	13.20	Donana
12/06/1988	10.00	24.00	14.40	Donana
13/06/1988	0.00	23.50	15.00	Donana
14/06/1988	0.00	24.50	14.00	Donana
15/06/1988	0.00	26.50	14.60	Donana
16/06/1988	0.00	26.00	12.80	Donana
17/06/1988	0.00	27.00	14.20	Donana
18/06/1988	0.00	31.00	14.00	Donana
19/06/1988	0.00	34.00	16.40	Donana
20/06/1988	0.00	27.50	17.60	Donana
21/06/1988	0.00	32.50	16.40	Donana
22/06/1988	0.00	30.00	16.40	Donana
23/06/1988	0.00	30.00	16.40	Donana
24/06/1988	0.00	28.50	16.40	Donana
25/06/1988	0.00	29.00	16.00	Donana
26/06/1988	0.00	29.00	17.40	Donana
27/06/1988	0.00	28.00	17.60	Donana
28/06/1988	0.00	27.00	18.00	Donana
29/06/1988	0.00	26.00	14.00	Donana
30/06/1988	0.00	27.50	17.80	Donana
01/07/1988	0.00	30.00	12.50	Donana
02/07/1988	0.00	32.00	13.50	Donana
03/07/1988	0.00	27.00	15.50	Donana
04/07/1988	0.00	27.50	13.00	Donana
05/07/1988	0.00	25.00	12.50	Donana
06/07/1988	0.00	23.00	11.00	Donana
07/07/1988	0.00	31.50	13.00	Donana
08/07/1988	0.00	26.00	11.50	Donana
09/07/1988	0.00	38.50	11.50	Donana
10/07/1988	0.00	38.50	15.50	Donana
11/07/1988	5.50	42.50	17.50	Donana
12/07/1988	0.00	40.00	17.50	Donana
13/07/1988	0.00	41.50	16.00	Donana
14/07/1988	0.00	40.50	18.50	Donana
15/07/1988	6.00	34.00	16.00	Donana
16/07/1988	0.00	35.00	16.50	Donana
17/07/1988	5.00	36.50	18.00	Donana
18/07/1988	5.20	33.00	18.00	Donana
19/07/1988	6.00	28.00	15.00	Donana
20/07/1988	5.80	34.00	15.00	Donana
21/07/1988	6.00	37.50	16.00	Donana
22/07/1988	5.80	40.00	17.50	Donana
23/07/1988	0.00	36.50	20.00	Donana
24/07/1988	0.00	36.50	19.00	Donana
25/07/1988	0.00	39.00	16.50	Donana
26/07/1988	0.00	38.00	17.50	Donana
27/07/1988	0.00	41.00	18.50	Donana
28/07/1988	0.00	37.50	21.50	Donana
29/07/1988	0.00	41.00	17.50	Donana
30/07/1988	0.00	34.00	20.00	Donana
31/07/1988	0.00	38.50	16.00	Donana
01/08/1988	0.00	41.00	17.00	Donana
02/08/1988	0.00	40.00	16.50	Donana
03/08/1988	0.00	39.50	17.00	Donana
04/08/1988	0.00	39.00	15.00	Donana
05/08/1988	0.00	29.50	15.00	Donana
06/08/1988	0.00	28.00	20.00	Donana
07/08/1988	0.00	36.00	11.50	Donana
08/08/1988	0.00	39.00	14.00	Donana
09/08/1988	0.00	35.00	15.00	Donana
10/08/1988	0.00	37.50	14.00	Donana
11/08/1988	0.00	35.00	15.50	Donana
12/08/1988	0.00	34.00	15.00	Donana
13/08/1988	0.00	34.50	11.50	Donana
14/08/1988	0.00	33.50	13.00	Donana
15/08/1988	0.00	34.50	14.50	Donana
16/08/1988	0.00	35.00	14.00	Donana
17/08/1988	0.00	35.00	15.00	Donana
18/08/1988	0.00	37.00	17.00	Donana
19/08/1988	0.00	38.00	15.50	Donana
20/08/1988	0.00	38.50	19.00	Donana
21/08/1988	0.00	38.50	17.50	Donana
22/08/1988	0.00	34.50	13.50	Donana
23/08/1988	0.00	37.00	14.00	Donana
24/08/1988	0.00	38.00	13.00	Donana
25/08/1988	0.00	41.00	14.00	Donana
26/08/1988	0.00	37.00	16.00	Donana
27/08/1988	0.00	38.00	16.00	Donana
28/08/1988	0.00	39.00	16.50	Donana
29/08/1988	0.00	32.00	15.50	Donana
30/08/1988	0.00	32.50	8.00	Donana
31/08/1988	0.00	30.00	9.00	Donana
01/09/1988	0.00	32.20	13.60	Donana
02/09/1988	0.00	31.60	17.40	Donana
03/09/1988	0.00	35.60	15.40	Donana
04/09/1988	0.00	38.40	16.60	Donana
05/09/1988	0.00	39.80	20.40	Donana
06/09/1988	0.00	42.60	22.40	Donana
07/09/1988	0.00	43.20	23.40	Donana
08/09/1988	0.00	43.40	21.00	Donana
09/09/1988	0.00	37.20	20.60	Donana
10/09/1988	0.00	37.20	20.20	Donana
11/09/1988	0.00	37.00	21.00	Donana
12/09/1988	0.00	36.60	20.40	Donana
13/09/1988	0.00	34.80	20.00	Donana
14/09/1988	0.00	28.00	19.40	Donana
15/09/1988	0.00	29.00	16.60	Donana
16/09/1988	0.00	28.60	14.60	Donana
17/09/1988	0.00	28.60	16.20	Donana
18/09/1988	0.00	30.60	15.60	Donana
19/09/1988	0.00	32.00	16.60	Donana
20/09/1988	0.00	31.60	15.40	Donana
21/09/1988	0.00	31.40	14.20	Donana
22/09/1988	0.00	31.40	13.60	Donana
23/09/1988	0.00	30.40	12.60	Donana
24/09/1988	0.00	32.60	13.40	Donana
25/09/1988	0.00	34.20	14.40	Donana
26/09/1988	0.00	36.00	15.40	Donana
27/09/1988	0.00	36.40	15.40	Donana
28/09/1988	0.00	37.00	16.40	Donana
29/09/1988	0.00	34.00	15.60	Donana
30/09/1988	0.00	31.20	16.60	Donana
01/10/1988	0.00	28.40	17.40	Donana
02/10/1988	0.00	33.40	19.20	Donana
03/10/1988	0.00	33.40	21.80	Donana
04/10/1988	0.00	31.40	18.40	Donana
05/10/1988	0.00	31.00	17.80	Donana
06/10/1988	0.00	30.40	18.00	Donana
07/10/1988	0.00	31.00	15.00	Donana
08/10/1988	0.00	31.00	13.60	Donana
09/10/1988	0.00	30.80	18.00	Donana
10/10/1988	0.00	28.00	15.00	Donana
11/10/1988	0.00	22.40	12.60	Donana
12/10/1988	0.00	19.60	10.20	Donana
13/10/1988	12.00	22.00	8.60	Donana
14/10/1988	0.00	16.40	13.60	Donana
15/10/1988	44.00	19.60	11.80	Donana
16/10/1988	10.00	19.60	12.60	Donana
17/10/1988	2.50	20.80	12.60	Donana
18/10/1988	0.00	19.40	12.00	Donana
19/10/1988	10.00	22.80	12.00	Donana
20/10/1988	0.00	23.20	12.00	Donana
21/10/1988	0.00	25.40	11.20	Donana
22/10/1988	0.00	25.00	12.40	Donana
23/10/1988	0.00	26.20	12.60	Donana
24/10/1988	0.00	29.00	14.00	Donana
25/10/1988	0.00	28.80	13.40	Donana
26/10/1988	0.00	30.00	14.00	Donana
27/10/1988	0.00	22.40	14.40	Donana
28/10/1988	3.00	28.00	13.60	Donana
29/10/1988	0.00	26.20	14.40	Donana
30/10/1988	0.00	24.40	16.20	Donana
31/10/1988	0.00	23.80	15.20	Donana
01/11/1988	0.00	22.80	13.60	Donana
02/11/1988	0.00	23.00	16.40	Donana
03/11/1988	0.00	21.60	15.80	Donana
04/11/1988	3.00	22.20	14.80	Donana
05/11/1988	0.00	24.60	16.50	Donana
06/11/1988	0.00	23.00	16.40	Donana
07/11/1988	3.00	21.60	15.40	Donana
08/11/1988	43.00	18.20	14.00	Donana
09/11/1988	38.00	22.20	13.80	Donana
10/11/1988	0.00	20.20	16.80	Donana
11/11/1988	14.00	20.00	14.60	Donana
12/11/1988	0.00	22.00	13.60	Donana
13/11/1988	0.00	22.00	11.00	Donana
14/11/1988	0.00	21.60	12.60	Donana
15/11/1988	0.00	22.20	12.00	Donana
16/11/1988	0.00	24.00	11.60	Donana
17/11/1988	0.00	22.40	11.40	Donana
18/11/1988	0.00	22.20	11.00	Donana
19/11/1988	0.00	20.40	9.00	Donana
20/11/1988	0.00	17.60	7.00	Donana
21/11/1988	5.00	18.20	12.20	Donana
22/11/1988	0.00	17.60	8.40	Donana
23/11/1988	0.00	14.00	8.20	Donana
24/11/1988	19.00	15.20	8.60	Donana
25/11/1988	0.00	13.00	8.60	Donana
26/11/1988	0.00	16.00	10.20	Donana
27/11/1988	0.00	19.00	8.00	Donana
28/11/1988	0.00	18.20	6.60	Donana
29/11/1988	0.00	18.60	6.40	Donana
30/11/1988	0.00	15.00	6.00	Donana
01/12/1988	0.00	19.00	10.80	Donana
02/12/1988	8.00	17.60	6.80	Donana
03/12/1988	0.00	18.40	7.00	Donana
04/12/1988	0.00	17.60	6.60	Donana
05/12/1988	0.00	18.40	5.20	Donana
06/12/1988	0.00	18.60	5.40	Donana
07/12/1988	0.00	16.20	7.60	Donana
08/12/1988	0.00	15.00	3.50	Donana
09/12/1988	0.00	14.80	3.20	Donana
10/12/1988	0.00	17.00	2.80	Donana
11/12/1988	0.00	18.00	4.00	Donana
12/12/1988	0.00	19.00	4.40	Donana
13/12/1988	0.00	16.40	3.60	Donana
14/12/1988	0.00	14.50	2.50	Donana
15/12/1988	0.00	15.50	2.20	Donana
16/12/1988	0.00	13.50	1.20	Donana
17/12/1988	0.00	14.40	1.00	Donana
18/12/1988	0.00	16.60	3.80	Donana
19/12/1988	0.00	15.60	2.60	Donana
20/12/1988	0.00	14.80	1.60	Donana
21/12/1988	0.00	18.60	5.00	Donana
22/12/1988	0.00	18.40	6.80	Donana
23/12/1988	0.00	15.50	3.50	Donana
24/12/1988	0.00	16.60	4.40	Donana
25/12/1988	0.00	17.60	8.00	Donana
26/12/1988	0.00	18.60	5.80	Donana
27/12/1988	0.00	17.60	4.80	Donana
28/12/1988	0.00	17.40	5.60	Donana
29/12/1988	0.00	17.00	5.40	Donana
30/12/1988	0.00	19.50	7.50	Donana
31/12/1988	0.00	18.40	5.00	Donana
01/01/1989	0.00	19.50	3.00	Donana
02/01/1989	0.00	18.00	2.00	Donana
03/01/1989	0.00	16.50	1.60	Donana
04/01/1989	0.00	17.00	2.80	Donana
05/01/1989	0.00	17.00	2.60	Donana
06/01/1989	0.00	15.00	2.00	Donana
07/01/1989	0.00	13.50	7.00	Donana
08/01/1989	0.00	19.50	7.00	Donana
09/01/1989	0.00	18.00	5.20	Donana
10/01/1989	0.00	17.00	8.00	Donana
11/01/1989	30.00	17.00	7.80	Donana
12/01/1989	15.00	17.50	7.60	Donana
13/01/1989	0.00	18.00	6.50	Donana
14/01/1989	0.00	18.00	4.60	Donana
15/01/1989	0.00	17.00	3.80	Donana
16/01/1989	0.00	18.00	6.20	Donana
17/01/1989	0.00	18.00	5.40	Donana
18/01/1989	0.00	17.00	5.20	Donana
19/01/1989	0.00	18.00	5.20	Donana
20/01/1989	0.00	18.00	5.40	Donana
21/01/1989	0.00	18.50	4.00	Donana
22/01/1989	0.00	19.50	4.40	Donana
23/01/1989	0.00	19.00	5.20	Donana
24/01/1989	0.00	18.50	5.60	Donana
25/01/1989	15.00	17.00	4.00	Donana
26/01/1989	10.00	13.00	6.80	Donana
27/01/1989	0.00	16.50	4.80	Donana
28/01/1989	0.00	17.00	2.80	Donana
29/01/1989	0.00	16.50	3.50	Donana
30/01/1989	0.00	18.00	8.40	Donana
31/01/1989	0.00	16.50	6.60	Donana
01/02/1989	0.00	19.50	6.20	Donana
02/02/1989	0.00	19.50	5.60	Donana
03/02/1989	0.00	19.50	6.00	Donana
04/02/1989	0.00	20.00	4.40	Donana
05/02/1989	0.00	19.00	4.80	Donana
06/02/1989	0.00	16.50	4.80	Donana
07/02/1989	0.00	14.00	7.20	Donana
08/02/1989	2.00	18.50	6.60	Donana
09/02/1989	0.00	14.00	5.00	Donana
10/02/1989	26.00	12.50	10.00	Donana
11/02/1989	0.00	18.00	10.00	Donana
12/02/1989	0.00	19.00	10.50	Donana
13/02/1989	0.00	20.00	8.00	Donana
14/02/1989	0.00	24.00	5.80	Donana
15/02/1989	0.00	22.00	7.20	Donana
16/02/1989	0.00	23.00	5.60	Donana
17/02/1989	0.00	23.50	5.20	Donana
18/02/1989	0.00	25.00	5.50	Donana
19/02/1989	0.00	21.00	7.80	Donana
20/02/1989	0.00	18.00	9.60	Donana
21/02/1989	7.50	19.00	11.40	Donana
22/02/1989	2.50	21.00	6.60	Donana
23/02/1989	8.00	16.50	7.00	Donana
24/02/1989	0.00	18.50	6.20	Donana
25/02/1989	25.00	19.50	12.60	Donana
26/02/1989	17.00	22.00	11.20	Donana
27/02/1989	0.00	19.00	8.60	Donana
28/02/1989	0.00	20.00	12.60	Donana
01/03/1989	0.00	22.50	11.40	Donana
02/03/1989	0.00	23.00	8.60	Donana
03/03/1989	0.00	23.50	8.50	Donana
04/03/1989	0.00	25.00	9.60	Donana
05/03/1989	0.00	24.00	9.00	Donana
06/03/1989	0.00	23.00	9.40	Donana
07/03/1989	0.00	25.50	9.80	Donana
08/03/1989	0.00	27.00	11.00	Donana
09/03/1989	0.00	26.50	9.00	Donana
10/03/1989	0.00	26.00	9.00	Donana
11/03/1989	0.00	26.50	10.60	Donana
12/03/1989	0.00	28.00	8.00	Donana
13/03/1989	0.00	23.50	8.60	Donana
14/03/1989	0.00	25.50	12.20	Donana
15/03/1989	0.00	25.00	9.00	Donana
16/03/1989	0.00	23.00	8.20	Donana
17/03/1989	0.00	15.00	7.80	Donana
18/03/1989	4.00	16.50	9.00	Donana
19/03/1989	0.00	22.50	7.20	Donana
20/03/1989	0.00	24.00	3.80	Donana
21/03/1989	0.00	26.50	6.20	Donana
22/03/1989	0.00	27.00	9.00	Donana
23/03/1989	0.00	30.00	8.20	Donana
24/03/1989	0.00	33.50	7.60	Donana
25/03/1989	0.00	27.50	8.50	Donana
26/03/1989	0.00	26.00	10.00	Donana
27/03/1989	0.00	22.50	10.20	Donana
28/03/1989	0.00	16.00	6.80	Donana
29/03/1989	7.00	17.50	7.60	Donana
30/03/1989	0.00	22.00	10.20	Donana
31/03/1989	1.00	21.50	10.80	Donana
01/04/1989	0.00	26.00	8.50	Donana
02/04/1989	0.00	23.50	8.60	Donana
03/04/1989	5.50	17.00	6.20	Donana
04/04/1989	0.00	18.50	5.00	Donana
05/04/1989	0.00	18.50	4.50	Donana
06/04/1989	0.00	21.00	6.20	Donana
07/04/1989	0.00	18.50	8.20	Donana
08/04/1989	1.50	18.00	10.20	Donana
09/04/1989	22.00	16.50	9.80	Donana
10/04/1989	1.00	21.00	9.20	Donana
11/04/1989	0.00	21.50	8.80	Donana
12/04/1989	0.00	23.00	11.60	Donana
13/04/1989	0.00	23.00	9.00	Donana
14/04/1989	0.00	23.00	7.60	Donana
15/04/1989	0.00	24.00	9.50	Donana
16/04/1989	0.00	21.50	8.80	Donana
17/04/1989	0.00	23.50	8.20	Donana
18/04/1989	0.00	26.00	9.40	Donana
19/04/1989	0.00	22.00	8.40	Donana
20/04/1989	7.00	23.00	12.00	Donana
21/04/1989	0.00	26.50	9.00	Donana
